SMILES,LogP,frag_list,LogWS
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,0.43,"[204.044, 156.012, 124.087, 204.043, 279.091, 156.01, 124.086, 204.043, 156.011, 124.086, 213.112, 204.043, 124.086, 213.112, 125.089, 279.091, 156.01, 186.032, 279.091, 204.044, 124.087, 186.033, 204.044, 124.087, 279.091, 186.034, 149.024, 279.091, 186.033, 204.044, 124.087, 186.033, 156.011, 124.087, 108.044, 92.049, 124.087, 108.044, 92.049, 124.087, 108.044, 92.049, 279.091, 186.034, 149.023, 279.091, 186.033, 124.087, 124.087, 186.033, 108.044, 124.087, 108.044, 92.049, 124.087, 108.044, 92.049, 124.087, 92.049, 108.044, 186.033, 204.044, 124.087, 124.087, 108.044, 92.049, 124.087, 92.049, 108.044, 186.033, 279.091, 204.044, 186.033, 204.044, 124.087, 208.018, 146.069, 127.006, 208.018, 146.069, 226.028]",-3.08
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1.14,"[156.012, 113.072, 108.046]",-2.93
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,1.21,"[254.115, 237.088, 255.117, 237.088, 195.066, 168.055, 141.044, 168.055, 195.066, 254.115, 254.115, 237.088, 254.115, 237.089, 212.093, 237.088, 254.115, 195.067, 237.089, 104.049, 195.067, 104.049, 168.056, 141.045, 104.049, 141.045, 116.049, 89.039, 104.049, 95.049, 89.039, 63.023, 95.049]",-2.42
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,2.47,"[271.06, 153.018, 119.049]",-3.11
NCCc1ccc(O)c(O)c1,-0.4,"[137.06, 91.054, 119.049, 137.06, 91.054, 119.049, 137.06, 91.054, 119.049, 91.054, 137.06, 119.049, 91.054, 119.049, 137.06, 91.054, 65.039, 119.049]",-1.31
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,2.09,"[347.225, 348.228, 329.213, 347.224, 329.213, 348.227, 121.065, 329.213, 171.118, 121.065, 145.102, 163.112, 121.065, 145.101, 131.086, 347.222, 329.211, 311.2, 329.211, 347.222, 121.065, 121.065, 97.065, 123.08, 121.065, 97.065, 105.07, 121.065, 105.07, 91.054, 91.054, 105.07, 79.054, 91.054, 79.054, 95.049, 91.054, 95.049, 115.054, 91.054, 115.054, 65.039]",-3.88
CN1CCC[C@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,3.32,"[112.112, 382.168, 58.065]",-4.19
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,4.08,"[263.875, 261.877, 376.993, 263.875, 261.877, 114.126, 263.875, 261.876, 182.958, 263.875, 261.878, 182.958]",-5.02
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,5.04,"[86.097, 58.064, 242.073, 315.162, 86.097, 58.065, 86.096, 58.065, 315.163, 86.096, 58.065, 242.073, 58.065, 86.097, 242.073, 58.065, 86.097, 227.05, 58.065, 86.097, 227.05, 58.065, 191.073, 192.081, 58.065, 191.073, 165.07, 58.065, 190.065, 163.054]",-4.34
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,4.98,"[250.015, 296.019, 278.01, 215.048, 250.015, 214.034, 215.046, 217.043, 216.043, 214.034, 216.032, 215.038, 214.034, 216.031, 215.042, 215.049, 214.042, 250.018, 278.014, 250.018, 215.049, 296.024, 278.014, 250.018, 215.05, 250.018, 214.042, 215.05, 214.042, 250.018, 214.042, 215.05, 180.081, 214.042, 180.081, 215.049, 214.042, 179.073, 178.065, 296.024, 278.013, 250.018, 215.05, 250.018, 214.042, 215.05, 214.042, 250.018, 214.042, 215.049, 180.081, 214.042, 180.081, 215.05, 214.042, 178.065, 179.073, 278.014, 250.018, 215.049, 214.042, 215.05, 180.081, 214.042, 180.081, 215.05, 278.014, 250.019, 215.05, 278.014, 250.019, 215.05]",-4.82
O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,-1.14,"[137.046, 101.06, 59.049, 137.046, 101.06, 59.049, 137.046, 101.06, 110.035, 137.046, 110.035, 119.035, 137.046, 110.035, 119.035, 137.046, 110.035, 119.035]",-1.53
C[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]32)CC1=O,3.81,"[305.248, 287.237, 269.226, 215.179]",-4.7
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.93,"[380.18, 194.098, 381.183, 194.099, 165.071, 195.101, 165.072, 194.099, 123.025, 165.072, 123.025, 166.075, 123.025, 165.072, 166.076, 380.177, 194.097, 165.071, 194.098, 165.071, 123.024, 165.071, 123.024, 194.098, 123.024, 165.071, 187.087, 123.024, 165.071, 113.04, 123.024, 123.035, 113.04, 123.035, 123.024, 113.04, 123.035, 75.023, 113.04, 75.023, 74.015, 123.035]",-3.59
CC(=O)N(C[C@H](O)CO)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,-2.82,"[803.877, 602.911, 652.972, 803.875, 821.885, 602.913, 374.983, 449.02, 528.874, 374.983, 301.931, 500.88, 301.931, 273.935, 257.941, 273.936, 257.941, 301.931, 803.878, 821.888, 652.971, 374.983, 449.02, 500.88, 374.983, 301.931, 500.88, 273.935, 301.931, 257.941, 273.936, 257.941, 147.031, 803.876, 652.971, 602.912]",-3.01
NCCCC[C@H](N)C(=O)O,-3.76,"[84.081, 130.086, 147.112]",-0.14
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)[C@H](C)Cc1ccc(OC)cc1,4.87,"[121.065, 149.096, 430.259]",-5.17
CN1CCN2c3ccccc3Cc3ccccc3[C@@H]2C1,3.52,"[265.17, 208.112, 58.065, 265.17, 208.112, 58.065, 58.065, 208.112, 265.17, 58.065, 208.112, 118.065, 58.065, 91.054, 118.065, 58.065, 91.054, 193.089, 91.054, 58.065, 115.054, 91.054, 65.039, 115.054, 65.039, 89.038, 91.054]",-3.06
Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,5.86,"[158.976, 414.993, 69.045]",-5.74
C#CCN(C)[C@H](C)Cc1ccccc1,3.08,"[188.143, 189.146, 119.085, 188.143, 119.085, 141.05, 141.05, 119.086, 148.11, 115.055, 119.086, 188.143, 91.054, 119.086, 91.054, 188.143, 91.054, 119.086, 70.065, 91.054, 70.065, 119.086, 91.054, 70.065, 65.039, 91.054, 65.039, 70.065, 91.054, 65.039, 63.023, 91.054, 65.039, 63.023, 65.039, 91.054, 63.023]",-3.87
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,5.06,"[275.04, 277.036, 306.082, 158.975, 275.038, 277.035, 158.975, 160.972, 129.069, 158.975, 160.972, 129.069, 158.976, 275.039, 129.07]",-6.32
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,0.72,"[156.012, 108.046, 311.083]",-3.02
N[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,4.92,"[275.038, 277.035, 276.042, 158.975, 275.038, 160.972, 158.975, 160.972, 129.069, 158.975, 160.972, 129.069, 158.975, 160.972, 122.999]",-6.47
c1nc[nH]n1,-0.8,[35.02],0.92
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,3.1,"[417.21, 417.209]",-5.32
O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,4.91,"[307.063, 343.04, 139.99, 307.063, 139.99, 111.995, 343.04, 307.064, 139.99, 307.064, 343.04, 139.99, 307.063, 271.087, 272.094, 272.095, 271.087, 307.063, 271.087, 272.094, 243.092, 271.087, 243.092, 78.034, 343.04, 307.063, 139.99, 307.063, 343.04, 139.99, 307.063, 271.087, 272.095, 272.095, 271.087, 307.063, 271.087, 272.095, 243.092, 271.087, 243.092, 111.995, 307.063, 139.99, 111.995, 307.063, 272.094, 271.087, 271.087, 272.094, 243.092, 307.063, 139.99, 111.995, 307.063, 139.99, 111.995]",-5.66
C/C=C/C(=O)N(CC)c1ccccc1C,2.7,"[204.138, 69.033, 136.112, 204.138, 69.034, 136.112, 69.034, 204.138, 136.112, 69.034, 136.112, 134.06, 69.034, 68.049, 106.065, 69.034, 106.065, 91.054, 69.034, 106.065, 91.054, 106.065, 65.039, 93.057, 65.039, 106.065, 93.057]",-2.76
C/C=C\C(=O)N(CC)c1ccccc1C,2.7,"[204.138, 69.033, 136.112, 204.138, 69.034, 136.112, 69.034, 204.138, 136.112, 69.034, 136.112, 134.06, 69.034, 68.049, 106.065, 69.034, 106.065, 91.054, 69.034, 106.065, 91.054, 106.065, 65.039, 93.057, 65.039, 106.065, 93.057]",-2.76
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,4.44,"[266.154, 477.231, 210.128]",-5.74
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,2.18,"[227.058, 184.016, 212.034, 300.148, 227.058, 184.016, 227.058, 300.147, 184.016, 227.058, 184.016, 183.032, 184.016, 227.058, 212.035, 184.016, 212.035, 183.032, 184.016, 140.998, 168.008, 300.147, 227.058, 184.015, 227.058, 300.148, 184.016, 227.058, 184.016, 183.032, 184.016, 227.058, 183.032, 184.016, 212.035, 183.032, 184.016, 140.998, 168.008, 227.058, 184.016, 212.034]",-2.99
Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,5.3,"[203.067, 405.214, 201.139]",-5.38
CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,3.16,"[147.079, 171.079, 213.126, 293.153, 321.148, 339.159, 369.17, 441.209, 493.241, 503.746]",-4.81
CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,3.49,"[147.079, 159.079, 263.142, 278.166, 279.173, 317.16, 373.157, 410.175, 457.196]",-5.05
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,6.89,"[167.085, 470.306, 203.143]",-6.86
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,2.3,"[370.168, 371.17, 372.172, 370.168, 371.17, 372.172, 370.168, 371.17, 268.134, 211.076, 268.134, 370.167, 165.07, 191.085, 211.076]",-3.14
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,4.72,"[298.126, 183.081, 157.065]",-5
COc1cc2nc(N(C)CCCNC(=O)[C@@H]3CCCO3)nc(N)c2cc1OC,2.02,"[390.213, 390.213, 156.102, 235.119, 156.102, 235.119, 71.049, 71.049, 235.119, 156.102, 71.049, 219.088, 231.088, 71.049, 219.088, 231.088, 71.049, 147.055, 105.045, 71.049, 105.045, 78.034, 105.045, 63.023, 78.034]",-3.14
Nc1cccc2cc(S(=O)(=O)O)ccc12,-0.81,"[115.053, 115.558, 143.072, 144.075, 154.565, 224.036, 224.539]",-2.54
Nc1cccc2cc(S(=O)(=O)O)ccc12,-0.81,"[158.061, 222.021]",-2.54
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,-2.66,"[112.05, 106.016]",-0.12
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,1.95,"[408.128, 409.132, 235.081, 235.082, 408.128, 174.053, 174.053, 193.071, 235.082, 174.053, 193.071, 235.081, 174.053, 127.036, 193.07, 235.08, 193.07, 391.099, 408.125, 235.08, 193.07, 235.08, 174.053, 193.07, 174.053, 193.07, 235.08, 174.053, 193.07, 154.046, 127.035, 174.053, 154.046, 127.035, 154.046, 174.053, 408.125, 235.08, 193.069, 235.08, 174.053, 193.07, 174.053, 193.07, 235.08, 174.053, 193.07, 154.046, 127.035, 174.053, 154.046, 127.035, 154.046, 174.053, 235.08, 193.07, 391.099]",-4.08
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1.15,"[274.999, 165.066, 305.01, 274.998, 305.009, 241.006, 274.998, 165.066, 241.006, 165.066, 257.996, 82.945, 165.066, 82.945, 257.996, 82.945, 165.066, 119.073, 82.945, 119.073, 118.065]",-2.85
O=c1ccc2ccccc2o1,1.66,"[147.044, 103.054, 91.054]",-1.82
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,1.13,"[113.108, 111.092, 187.087, 232.145, 113.107, 111.092, 113.107, 232.145, 111.092, 113.107, 97.076, 111.092, 97.076, 58.065, 111.092, 97.076, 58.065, 56.05, 97.076, 58.065, 56.05, 232.145, 113.107, 111.092, 113.107, 232.145, 111.092, 113.107, 97.076, 111.092, 97.076, 58.065, 98.084, 97.076, 58.065, 56.05, 97.076, 58.065, 56.05, 113.108, 111.092, 187.087, 97.076, 113.107, 98.084, 97.076, 70.065, 72.081, 113.107, 187.087, 111.092, 113.107, 187.087, 111.092]",-0.7
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1.79,"[363.217, 327.196, 345.206, 121.065, 363.217, 327.196, 121.065, 97.065, 145.101, 121.065, 97.065, 105.07, 121.065, 105.07, 91.054, 91.054, 105.07, 121.065, 91.054, 128.062, 79.054, 91.054, 115.054, 128.062, 115.054, 91.054, 65.039]",-3.26
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1.23,"[287.055, 153.018, 121.028]",-2.47
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,0.03,"[62.507, 134.026, 155.539, 195.037, 230.537]",-2.76
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,0.03,"[76.004, 194.518]",-2.76
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,4.05,"[448.197, 397.212, 577.254, 609.281, 448.209, 397.226, 195.065, 397.212, 609.28, 195.065, 174.091, 236.128, 174.091, 195.065, 159.068, 174.091, 159.068, 131.073, 131.073, 159.068, 143.073, 609.281, 397.213, 608.27, 195.065, 397.212, 609.28, 195.065, 174.091, 236.128, 174.091, 195.065, 159.068, 174.091, 159.068, 131.073, 131.073, 159.068, 143.073, 448.196, 397.212, 577.254]",-4.73
CC(C)(C)NC[C@H](O)c1cc(O)cc(O)c1,0.55,"[226.144, 152.07, 227.148, 152.07, 153.072, 125.059, 152.07, 125.06, 135.044]",-1.59
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,1.54,"[121.064, 147.079, 171.079, 173.095, 240.132, 316.174, 343.19, 352.195]",-3.39
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.71,"[416.093, 418.089, 417.096, 138.995, 140.993, 174.092, 138.995, 140.993, 174.093, 138.995, 140.992, 139.999, 138.995, 140.993, 139.999, 138.994, 312.079, 260.092, 138.995, 174.091, 138.995, 139.006, 174.091, 138.995, 139.006, 129.01, 138.995, 139.006, 129.01, 139.006, 138.995, 129.01]",-5.26
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-0.39,"[222.995, 180.985, 181.969, 180.985, 222.995, 181.969, 180.985, 181.969, 72.985, 181.969, 180.985, 72.986, 181.969, 72.986, 180.985, 72.986, 181.969, 58.982]",-1.9
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,7.24,"[646.031, 100.112, 86.096, 58.065, 646.031, 100.112, 58.065, 86.096, 72.081, 100.112, 159.044, 201.091, 159.044, 131.049, 192.057, 131.049, 159.044, 205.065]",-5.13
CN(C)CCC=C1c2ccccc2CCc2ccccc21,5.1,"[91.054, 278.191, 233.133, 278.19, 91.054, 233.132, 233.133, 117.07, 105.07, 278.19, 91.054, 105.07, 278.19, 233.132, 117.07, 233.132, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 203.085, 191.085, 278.191, 233.133, 91.055, 278.19, 233.132, 117.07, 233.133, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 105.07, 191.085, 91.054, 203.086, 191.086, 233.133, 117.07, 105.07]",-4.79
O=C(O)CCCC[C@@H]1SC[C@@H]2N=C(O)N[C@H]12,0.3,"[227.085, 199.09, 209.075]",-2.26
C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,3.28,"[184.052, 166.042, 131.073, 184.053, 166.042, 167.026, 240.115, 184.052, 166.042, 184.053, 166.042, 240.114, 166.042, 184.052, 167.026, 131.073, 166.042, 139.031, 131.073, 139.031, 166.042, 131.073, 130.065, 103.054, 240.115, 184.053, 166.042, 184.053, 166.042, 240.115, 166.042, 184.052, 167.026, 131.073, 166.042, 139.031, 131.073, 139.031, 103.054, 131.073, 130.065, 103.054, 184.053, 166.042, 167.026]",-3.54
C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,3.28,"[184.052, 166.042, 131.073, 184.053, 166.042, 167.026, 240.115, 184.052, 166.042, 184.053, 166.042, 240.114, 166.042, 184.052, 167.026, 131.073, 166.042, 139.031, 131.073, 139.031, 166.042, 131.073, 130.065, 103.054, 240.115, 184.053, 166.042, 184.053, 166.042, 240.115, 166.042, 184.052, 167.026, 131.073, 166.042, 139.031, 131.073, 139.031, 103.054, 131.073, 130.065, 103.054, 184.053, 166.042, 167.026]",-3.54
CC(C)(C)NC[C@H](O)c1cc(Cl)c(N)c(Cl)c1,2.94,"[203.015, 205.012, 132.068, 259.076, 203.014, 277.087, 203.013, 259.076, 57.07, 203.014, 132.068, 168.045, 132.068, 168.045, 167.037, 132.068, 168.045, 167.037, 132.068, 168.045, 140.026, 140.026, 132.068, 104.049, 104.049, 140.026, 131.06, 104.049, 95.049, 89.039]",-3.39
COc1cc2nc(N3CCN(C(=O)[C@@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC,2.53,"[452.193, 344.172, 452.193, 344.172, 290.161, 344.172, 247.119, 290.161, 247.119, 231.088, 221.104, 231.088, 247.119, 98.06, 231.088, 205.072, 203.093]",-2.76
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,4.6,"[264.063, 282.073, 195.068, 264.063, 244.057, 282.074, 264.063, 244.057, 195.068, 264.063, 244.057, 216.062, 264.063, 244.057, 216.062, 167.073, 216.062, 244.057]",-4.55
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.2,"[314.094, 315.096, 268.1, 268.1, 314.094, 300.09, 268.1, 300.09, 240.103, 239.097, 183.059, 212.085, 314.093, 314.093, 268.101, 286.099, 268.101, 314.093, 300.091, 268.101, 239.098, 300.091, 239.098, 211.079, 183.06, 183.06, 198.071, 239.098, 183.06, 170.053, 165.07, 183.06, 163.054, 89.038, 163.054, 150.046, 181.045]",-4.56
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,4.5,"[207.092, 405.159, 180.081, 405.159, 377.153, 207.092, 207.092, 235.098, 171.068, 207.092, 180.081, 206.084, 180.081, 206.084, 207.092, 205.076, 180.081, 190.065, 205.076, 152.062, 165.07, 152.062, 205.076, 169.065, 152.062, 169.065, 150.046, 150.046, 163.054, 63.023]",-4.95
CCC(=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,4.14,"[310.217, 265.159, 265.158, 223.111, 310.216, 265.158, 219.116, 223.111, 219.116, 117.07, 167.085, 204.092, 167.084, 194.072, 265.159, 310.217, 265.159, 105.033, 265.159, 310.216, 105.033, 105.034, 265.159, 223.112, 105.034, 91.054, 117.07, 105.034, 91.054, 117.07, 105.034, 91.054, 77.039, 310.217, 265.159, 105.033, 265.159, 310.217, 105.033, 105.034, 265.159, 223.112, 105.034, 91.054, 117.07, 105.034, 91.054, 117.07, 105.034, 77.039, 91.054, 265.159, 247.148]",-4.72
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,2.68,"[132.081, 117.059, 91.054]",-3.73
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,2.06,"[357.208, 375.219, 339.197, 357.208, 161.096, 253.16, 161.097, 185.097, 253.161, 161.097, 185.098, 135.081, 161.097, 135.082, 185.098, 357.206, 339.195, 321.185, 357.206, 339.196, 321.185, 161.096, 253.159, 357.206, 161.096, 185.096, 135.08, 161.096, 135.08, 185.096, 121.065, 105.07, 161.096, 91.054, 121.065, 105.07, 357.206, 339.196, 321.185, 161.096, 253.158, 135.08, 161.096, 185.096, 135.08, 161.096, 135.08, 185.096, 121.065, 161.096, 209.096, 91.054, 121.065, 105.07, 357.206, 339.195, 321.185]",-3.54
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0.08,"[279.145, 181.072, 99.081]",-1.73
CCC1(c2ccccc2)C(=O)NCNC1=O,0.62,"[162.091, 119.085, 91.054, 162.091, 91.054, 119.085, 162.091, 174.091, 119.085, 219.113, 162.091, 174.091, 162.091, 119.085, 91.054, 91.054, 162.091, 119.085, 91.054, 117.07, 162.091, 91.054, 117.07, 106.065, 91.054, 117.07, 115.054, 219.113, 162.091, 174.091, 162.091, 119.085, 91.054, 162.091, 91.054, 119.085, 91.054, 117.07, 162.091, 91.054, 117.07, 106.065, 91.054, 117.07, 115.054, 162.091, 174.091, 119.085, 91.054, 162.092, 117.07, 91.054, 117.07, 106.065, 162.091, 174.091, 119.086, 162.092, 174.092, 119.086]",-2.32
C[C@H](CN1c2ccccc2Sc2ccccc21)N(C)C,4.52,"[86.096, 285.142, 198.037]",-4.07
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,2.45,"[206.118, 251.175, 86.06, 206.118, 86.06, 58.029, 86.06, 206.118, 58.029, 86.06, 58.029, 206.118, 86.06, 58.029, 121.065, 58.029, 86.06, 103.054]",-2.09
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,-0.56,"[427.15, 410.123, 445.161, 410.123, 154.05, 337.07]",-2.52
N=C(N)NCCC[C@H](N)C(=O)c1nc2ccccc2s1,0.59,"[136.021, 137.024, 138.015, 136.021, 109.011, 65.039, 136.022, 136.022, 136.022, 136.022, 109.011, 136.022, 109.011, 77.039, 136.022, 109.011, 77.039, 136.022, 136.022, 136.022, 136.022, 109.011, 136.022, 109.011, 77.039, 136.022, 109.011, 65.039, 136.022, 109.011, 105.034, 136.022, 109.011, 77.039, 136.022, 105.034]",-3.35
O=C(O)c1ccccc1O,1.96,"[121.028, 139.039, 69.034, 121.028, 139.039, 69.034, 121.028, 139.039, 69.034, 121.028, 121.04, 65.039, 121.028, 65.039, 121.04, 65.039, 121.028, 121.04, 65.039, 121.04, 121.028, 65.039, 53.002, 51.023, 65.039, 53.002, 51.023]",-1.09
CCCCNS(=O)(=O)c1ccccc1,1.83,"[141.0, 158.027, 95.049]",-2.67
CCCCNS(=O)(=O)c1ccccc1,1.83,"[141.001, 143.552, 212.075, 212.577]",-2.67
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,5.48,"[277.078, 165.07, 345.115, 278.084, 165.07, 278.084, 165.07, 277.078, 277.078]",-5.37
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3,"[531.156, 531.156, 489.146, 244.005, 82.052, 255.009, 177.102, 82.052, 81.045, 112.076, 82.052, 81.045, 158.976, 81.045, 82.052, 120.044, 81.045, 82.052, 123.0, 81.045, 54.034, 65.039, 81.045, 54.034, 89.039, 531.156, 489.145, 82.053, 531.156, 489.145, 82.052, 531.156, 82.052, 489.145, 82.052, 81.045, 112.076, 82.053, 177.102, 112.076, 82.053, 158.976, 81.045, 489.146, 255.009, 244.006, 489.146, 255.009, 244.006]",-4.76
CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.3,"[148.075, 162.588, 198.107, 531.156, 532.159, 533.153]",-4.76
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2.55,"[82.03, 165.069, 165.571, 199.03, 239.085, 277.078, 277.58]",-4.69
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2.55,"[160.038, 171.022, 202.012, 205.023, 275.065, 275.567]",-4.69
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,-0.06,"[320.141, 321.144, 302.129, 320.14, 231.056, 302.129, 231.056, 189.082, 204.106, 302.13, 276.151, 320.14, 320.14, 302.13, 320.141, 302.13, 276.151, 302.13, 233.109, 320.14, 302.13, 233.109, 320.14, 231.057, 205.078, 302.131, 231.057, 189.083, 203.062, 320.14, 302.13, 276.15, 320.141, 302.13, 276.151, 302.13, 320.141, 233.109, 302.13, 233.109, 320.14, 231.057, 205.077, 302.13, 231.057, 189.082, 203.062, 302.13, 276.151, 320.14]",-1.9
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,4.49,"[174.992, 251.0, 98.984, 98.984, 154.989, 174.992, 98.984, 154.989, 127.018, 98.984, 154.989, 127.018, 98.984, 154.989, 127.018, 98.984, 154.989, 72.984]",-4.61
CCCCCCCCCC[N+](C)(C)[O-],1.34,"[184.206, 202.216, 185.214, 202.216, 202.216, 58.065, 184.206, 202.216, 58.065, 184.206, 58.065, 202.216, 184.206, 58.065, 62.06, 57.07, 58.065, 62.06, 57.07, 202.216, 202.216, 58.065, 184.206, 202.216, 58.065, 184.206, 58.065, 202.216, 184.206, 58.065, 62.06, 57.07, 58.065, 62.06, 57.07, 184.206, 185.214, 62.06]",-5.48
CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,5.5,"[358.96, 360.957, 343.936, 273.996, 343.935, 198.972, 273.996, 198.972, 275.992, 358.957, 343.933, 358.957, 343.934, 198.001, 343.934, 358.957, 273.996, 273.996, 343.934, 198.973, 273.996, 198.973, 170.978, 170.978, 273.996, 242.024, 170.978, 127.006, 242.024, 126.046, 76.018, 127.006, 76.018, 126.046, 64.018]",-5.85
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,0.25,"[251.06, 156.011, 252.062, 156.011, 251.061, 176.012, 156.011, 185.082, 176.013, 185.082, 156.011, 156.011, 108.044, 92.049, 251.06, 156.011, 92.049, 251.06, 156.011, 108.044, 156.011, 108.044, 92.049, 108.044, 92.049, 96.056, 108.044, 92.049, 65.038, 92.049, 108.044, 65.038, 251.06, 156.011, 108.044, 251.06, 156.011, 108.044, 156.011, 108.044, 92.049, 108.044, 92.049, 96.056, 108.044, 92.049, 65.039, 92.049, 108.044, 65.039, 156.011, 108.044, 92.049]",-2.62
