SMILES,frag_list,LogWS
Cc1ccc(cc1)S(N)(=O)=O,"[91.054, 119.06, 109.065, 155.016, 119.06, 109.065, 119.06, 155.016, 109.065, 119.06, 91.054, 109.065, 91.054, 119.06, 109.065, 91.054, 65.039, 119.06, 91.054, 65.039, 119.061, 65.039, 91.054, 63.023, 65.039, 91.054, 63.023, 65.039, 63.023, 51.023, 119.061, 91.055, 91.054, 119.061, 155.017, 119.061, 91.055, 155.017, 119.061, 91.055]",3.499136995
Cc1ccccc1S(N)(=O)=O,"[91.054, 119.06, 109.065, 91.054, 119.06, 109.065, 91.054, 119.06, 109.065, 91.054, 109.065, 119.06, 91.054, 65.039, 119.06, 91.054, 65.039, 63.023, 65.039, 91.054, 63.023, 65.039, 91.054, 63.023, 65.039, 63.023, 51.023]",3.209515015
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,"[91.054, 149.023, 205.086, 91.054, 149.023, 205.086, 91.054, 149.023, 57.07, 91.054, 149.023, 65.038, 91.054, 149.023, 65.038, 91.054, 65.038, 149.023, 91.054, 65.038, 121.028, 91.054, 65.038, 63.023, 65.038, 91.054, 63.023, 65.039, 91.054, 63.023]",0.42975228
CNc1ccccc1,"[93.057, 108.081, 91.054]",3.749736316
Nc1ccccc1,"[94.065, 53.039, 105.045]",4.556302501
CC(C)OC(=O)Nc1cccc(Cl)c1,"[94.065, 106.065, 124.087]",1.949390007
CCOC(=O)c1ccc(O)cc1,"[95.049, 121.028, 139.039, 121.028, 95.049, 77.038, 139.039, 121.028, 95.049, 139.039, 121.028, 95.049]",2.946943271
CCCCOC(=O)c1ccc(O)cc1,"[95.049, 139.039, 121.028, 83.06, 109.04, 121.028, 139.039, 151.075, 139.039, 151.075]",2.315970345
Oc1c[n]ccc1,"[96.044, 68.049, 67.042]",4.522444234
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CCC2=O,"[97.065, 109.064, 123.08, 97.064, 109.064, 123.08, 97.064, 269.19, 109.064, 97.065, 269.19, 251.179]",1.762078087
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,"[97.065, 315.234, 109.067, 315.234, 316.237, 297.223, 256.092, 123.081, 315.234, 256.092, 123.081, 145.102, 123.081, 131.086, 145.102, 315.234, 316.237, 317.24, 97.065, 315.232, 109.065, 97.065, 109.065, 123.08, 109.065, 97.065, 81.07, 97.065, 109.065, 79.054, 97.065, 109.065, 79.054, 109.064, 97.065, 123.08, 109.064, 97.064, 81.07, 297.221, 279.21, 97.065, 297.221, 279.21, 97.065]",0.944975908
CCOP(=O)(OC(=CCl)c1ccc(Cl)cc1Cl)OCC,"[98.984, 204.937, 127.015, 98.984, 198.904, 155.047, 330.946, 127.015, 155.047, 330.946, 127.015]",2.093421685
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,"[98.984, 318.923, 208.953, 98.984, 318.922, 208.953]",0.84509804
OC1N=C(c2cc(Cl)ccc2NC1=O)c1ccccc1Cl,"[99.043, 57.069, 55.017, 275.014, 321.019, 303.009, 321.019, 303.009, 275.014, 275.014, 303.009, 321.019, 275.014, 229.053, 303.009, 275.014, 229.053, 163.006, 229.053, 275.014, 163.006, 194.084, 229.053, 163.006]",1.903089987
