SMILES,frag_list,Kow
CCNc1nc(O)nc(NCC)n1,"[184.119, 185.121, 114.066, 184.119, 114.066, 185.121, 184.119, 114.066, 156.087, 114.065, 128.055, 184.118, 114.066, 156.088, 184.119, 184.119, 184.119, 114.066, 97.039, 184.119, 114.066, 97.04, 114.066, 184.119, 69.008, 114.066, 69.008, 97.04, 69.008, 114.066, 97.04, 184.119, 184.119, 114.066, 156.088, 184.119, 114.066, 97.04, 114.066, 184.119, 69.008, 114.066, 69.008, 97.04, 69.008, 114.066, 97.04, 114.066, 156.088, 97.04]",2.29
CCNCC(=O)Nc1c(C)cccc1C,"[207.149, 208.152, 122.096, 122.096, 207.148, 150.09, 122.096, 150.09, 132.079, 122.096, 117.057, 123.079, 117.056, 122.095, 118.065, 58.065, 207.149, 122.096, 58.065, 207.149, 122.096, 58.065, 122.097, 150.091, 58.065, 122.097, 150.091, 58.065, 122.096, 105.07, 58.065, 107.073, 105.07, 58.065, 106.065, 107.073, 58.065, 106.065, 79.054, 58.065, 106.065, 95.049, 58.065, 122.096, 150.091, 58.065, 122.096, 107.073, 58.065, 107.073, 105.07, 58.065, 207.149, 122.096, 58.065, 207.149, 122.096]",1.32
CCOC(=O)C1(CCN(C)CC1)c1ccccc1,"[248.165, 174.128, 220.133, 248.165, 174.128, 220.133, 220.133, 248.165, 174.128, 220.133, 70.065, 174.128, 70.065, 174.128, 131.086, 70.065, 91.054, 103.054]",2.72
CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,"[207.065, 185.081, 179.07, 253.107, 207.065, 185.081, 207.065, 69.034, 253.107, 69.034, 165.018, 139.039, 69.034, 137.023, 139.039, 69.034, 68.997, 111.044, 69.033, 68.997, 111.044, 253.107, 207.065, 185.081, 207.065, 69.034, 253.107, 69.034, 165.018, 139.039, 69.034, 137.023, 139.039, 69.034, 68.997, 111.044, 69.034, 68.997, 111.044, 207.065, 185.081, 179.07]",1.6
CCOC(=O)c1ccc(N)cc1,"[138.055, 94.065, 120.044]",1.86
CCOC(=O)c1ccc(O)cc1,"[95.049, 121.028, 139.039, 121.028, 95.049, 77.038, 139.039, 121.028, 95.049, 139.039, 121.028, 95.049]",2.47
CCOC(=O)c1ccccc1C(=O)OCC,"[149.023, 177.055, 121.028, 177.054, 149.023, 65.038, 149.023, 177.055, 65.038, 149.023, 177.055, 121.028, 149.023, 121.028, 121.04, 149.023, 121.028, 121.04, 65.038, 149.023, 121.028, 65.039, 121.04, 121.028, 65.039, 53.002, 121.04, 65.039, 53.002, 67.989]",2.42
CCOC(=O)Nc1cccc(c1)OC(=O)Nc1ccccc1,"[182.08, 136.038, 183.083, 136.038, 154.049, 182.08, 136.038, 154.049, 182.08, 136.038, 154.049, 137.041, 136.038, 137.042, 154.049, 182.081, 136.039, 154.05, 182.081, 136.039, 154.05, 136.039, 154.05, 182.081, 136.039, 154.05, 108.044, 136.039, 108.044, 154.05, 136.039, 108.044, 121.04, 108.044, 65.038, 121.04, 182.081, 136.039, 154.05, 136.039, 154.05, 182.081, 136.039, 154.05, 108.044, 136.039, 108.044, 154.05, 136.039, 108.044, 121.04, 108.044, 121.04, 65.038, 182.081, 136.039, 154.05]",3.39
CCOC(=O)NCCOc1ccc(cc1)Oc1ccccc1,"[88.039, 116.071, 256.097, 116.071, 256.097, 88.039, 302.139, 116.071, 88.039, 88.039, 116.071, 256.097, 88.039, 116.071, 256.097, 88.039, 116.071, 70.029, 88.039, 70.029, 141.07, 88.039, 115.054, 70.029, 116.071, 302.139, 88.039, 88.039, 116.071, 256.097, 88.039, 116.071, 256.097, 88.039, 116.071, 70.029, 88.039, 70.029, 129.07, 88.039, 115.054, 70.029, 116.071, 256.097, 88.039]",4.3
CCOc1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,"[362.04, 315.998, 334.009, 237.04, 315.998, 273.988, 237.04, 203.013, 245.993, 237.04, 140.049, 210.029, 140.049, 182.034, 210.029, 140.049, 182.034, 132.018]",4.73
CCOC1Oc2ccc(cc2C1(C)C)OS(C)(=O)=O,"[121.065, 161.06, 122.068, 259.064, 241.053, 121.065, 259.064, 287.095, 121.065, 121.065, 259.064, 161.06, 121.065, 161.06, 162.068, 121.065, 161.06, 133.065, 121.065, 105.07, 133.065, 105.07, 103.054, 91.054, 259.064, 287.095, 121.065, 121.065, 259.064, 161.06, 121.065, 161.06, 162.068, 121.065, 161.06, 133.065, 121.065, 105.07, 133.065, 105.07, 103.054, 91.054, 259.064, 241.053, 121.065, 121.065, 161.06, 133.065, 105.07, 121.065, 103.054, 259.064, 241.053, 121.065, 259.064, 121.065, 241.053]",2.7
CCOP(=O)(OC(=CCl)c1ccc(Cl)cc1Cl)OCC,"[98.984, 204.937, 127.015, 98.984, 198.904, 155.047, 330.946, 127.015, 155.047, 330.946, 127.015]",3.81
CCOP(=O)(OCC)OCC,"[155.048, 127.016, 183.08, 127.016, 155.048, 128.021, 127.016, 98.984, 127.016, 155.047, 98.984, 127.016, 155.047, 98.984, 127.016, 155.047, 98.984, 127.016, 155.047, 98.984, 127.016, 116.995, 98.984, 116.995, 127.016, 98.984, 116.995, 80.974]",0.8
CCOP(=O)(SCCC)SCCC,"[215.033, 243.064, 172.986, 172.986, 130.939, 114.961, 130.939, 114.961, 172.986, 130.939, 114.961, 96.951, 114.961, 96.951, 130.939, 114.961, 96.951, 130.939, 114.961, 96.951, 64.979, 64.979, 114.961, 94.918, 64.979, 94.917, 114.961]",3.59
CCOP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OCC,"[114.961, 197.927, 349.934, 321.902, 293.871, 197.928, 349.934, 321.903, 197.928, 197.927, 114.961, 96.951, 197.928, 114.961, 96.951, 197.928, 114.961, 96.951, 114.961, 197.927, 96.951, 114.961, 96.951, 106.945, 349.934, 321.902, 197.927, 197.928, 114.961, 96.951, 197.928, 114.961, 96.951, 197.928, 114.961, 96.951, 114.961, 197.927, 96.951, 114.961, 96.951, 106.945, 321.902, 293.871, 197.928]",4.96
CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OCC,"[235.977, 264.009, 292.04, 235.977, 140.034, 253.988, 235.978, 140.034, 94.041, 94.041, 114.961, 123.031, 94.041, 114.961, 123.031, 94.041, 114.961, 123.031]",3.83
CCOP(=S)(OCC)SCN1N=Nc2ccccc2C1=O,"[114.961, 137.006, 132.044, 132.044, 260.981, 232.949, 132.044, 114.961, 137.006, 114.961, 137.006, 132.044, 114.961, 137.006, 95.049, 114.961, 95.049, 109.011, 114.962, 109.011, 95.049, 114.962, 51.023, 64.979, 51.023, 64.979, 114.962, 51.023, 50.015, 64.979]",3.4
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,"[142.939, 199.001, 114.961, 96.951, 142.939, 114.961, 96.951, 114.961, 142.938, 215.032, 199.001, 322.976, 215.032, 199.001, 322.976]",5.07
CCP(=S)(OCC)Sc1ccccc1,"[137.018, 126.998, 108.987, 126.998, 108.987, 137.018, 126.998, 108.987, 80.956, 126.998, 108.987, 80.956, 126.998, 108.987, 80.956, 80.956, 62.945, 126.998]",3.94
CCSC(=O)N1CCCCCC1,"[126.091, 188.11, 83.085, 126.091, 188.11, 83.085, 126.091, 83.085, 55.054, 55.054, 126.091, 83.085, 55.054, 98.096, 83.085, 55.054, 98.097, 70.065, 55.054, 98.097, 70.065, 55.054, 53.039, 70.065, 55.054, 53.039, 56.013]",3.21
Clc1cc(ccc1)N1CCNCC1,"[154.042, 119.073, 197.084, 197.084, 197.084, 154.042, 119.073, 197.084, 154.042, 119.073, 154.042, 197.084, 119.073, 154.042, 119.073, 118.065, 154.042, 118.065, 119.073, 197.084, 154.041, 197.084, 154.042, 195.069, 197.084, 154.042, 119.073, 154.042, 197.084, 119.073, 154.042, 119.073, 118.065, 154.042, 118.065, 119.073, 154.042, 119.073, 140.026, 154.042, 119.073, 118.065, 118.065, 119.073, 154.042, 197.083, 154.041, 119.073, 197.083, 154.042, 119.073, 197.084, 154.042, 119.073]",2.11
Clc1ccccc1N1CCNCC1,"[197.084, 154.042, 70.065, 197.084, 154.042, 195.069, 197.084, 154.042, 119.073, 154.042, 119.073, 197.084, 154.042, 119.073, 118.065, 118.065, 119.073, 154.042, 118.065, 91.054, 117.057, 91.054, 118.065, 65.039, 91.054, 65.039, 118.065]",2.13
CN(/C=N/c1ccc(C)cc1C)/C=N/c1ccc(C)cc1C,"[163.123, 253.17, 163.123, 294.196, 253.169, 163.123, 253.17, 163.123, 253.169, 122.097, 163.123, 122.096, 132.081, 122.096, 163.123, 132.081, 107.073, 122.096, 105.07, 163.123, 294.196, 253.17, 163.123, 253.17, 163.123, 122.096, 253.17, 163.123, 122.096, 132.081, 122.096, 163.123, 107.073, 107.073, 105.07, 122.096, 163.123, 253.17]",5.5
"CN(C)[C@@H]1[C@@H](O)[C@@H](O[C@H](C)[C@H]1O)O[C@H]1[C@H](C[C@@H](C)C(=O)C=CC(C)=C[C@H](CO[C@@H]2O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]2OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@@H]1C)CCN1C[C@H](C)C[C@H](C)C1 |t:21,24|","[869.583, 174.113, 870.585]",3.8
CN(C)[C@H]1C[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)N(C)C[C@H](C)C[C@@]2(C)O)[C@@H]1O,"[591.427, 749.523, 158.118, 749.517, 591.422, 750.519, 591.422, 158.117, 592.424, 158.116, 591.42, 573.409, 749.517, 750.521, 751.525]",4.02
CN(C)C(=O)Nc1cc(ccc1)C(F)(F)F,"[233.09, 72.044, 213.083, 72.044, 233.09, 213.083, 72.044, 233.09, 188.032, 72.044, 160.037, 168.026, 72.044, 160.037, 145.026, 72.044, 145.026, 160.037, 72.044, 145.026, 56.013, 72.044, 56.013, 75.023, 72.044, 75.023, 56.013]",2.42
CN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,"[233.024, 235.021, 187.965, 159.97, 161.967, 187.965, 159.97, 161.967, 132.96, 132.959, 125.001, 134.957, 72.044, 233.024, 159.972, 72.044, 233.024, 72.044, 233.024, 72.044, 187.966, 72.044, 233.024, 159.971, 72.044, 159.971, 187.966, 72.044, 159.971, 132.961, 72.044, 159.971, 132.961, 233.024, 72.044, 233.024, 72.044, 187.966, 72.044, 233.024, 187.966, 72.044, 159.971, 187.966, 72.044, 159.971, 132.961, 72.044, 159.971, 132.961, 72.044, 187.966]",2.68
CN(C)C(=O)Nc1ccc(cc1)C(C)C,"[207.149, 208.152, 165.101, 207.149, 165.101, 134.095, 134.096, 165.101, 162.089, 134.095, 119.072, 118.064, 118.065, 119.071, 134.096, 72.044, 207.149, 165.102, 72.044, 165.102, 207.149, 207.149, 72.044, 165.102, 207.149, 72.044, 165.102, 72.044, 207.149, 165.102, 72.044, 165.102, 134.096, 72.044, 134.096, 91.054, 72.044, 134.096, 91.054, 207.149, 72.044, 165.102, 207.149, 72.044, 165.102, 72.044, 207.149, 165.102, 72.044, 165.102, 134.096, 72.044, 134.096, 91.054, 72.044, 134.096, 91.054, 72.044, 165.102, 207.149, 72.044, 165.102, 134.096, 72.044, 134.096, 107.085, 72.044, 165.102, 162.091, 72.044, 165.102, 162.091]",2.87
CN(C)C(=O)Nc1ccc(cc1)Oc1ccc(Cl)cc1,"[72.044, 291.09, 218.037, 72.044, 118.065, 163.031, 72.044, 163.031, 118.065, 291.089, 164.094, 246.032, 164.094, 246.032, 147.068]",3.7
CN(C)C(=O)Nc1ccc(Cl)cc1,"[72.044, 199.064, 199.063, 72.044, 199.064, 72.044, 154.006, 72.044, 199.063, 126.01, 72.044, 126.01, 154.005, 72.044, 126.01, 154.005, 72.044, 126.01, 98.999, 199.063, 72.044, 199.063, 72.044, 154.005, 72.044, 199.063, 126.01, 72.044, 126.01, 154.005, 72.044, 126.01, 99.0, 72.044, 126.01, 99.0, 72.044, 199.063]",1.94
CN(C)C(=O)Nc1ccccc1,"[72.044, 165.102, 120.044, 72.044, 165.102, 120.044, 72.044, 165.102, 120.044, 72.044, 165.102, 120.044, 72.044, 120.044, 165.102, 72.044, 92.049, 120.044, 72.044, 92.049, 95.049, 72.044, 165.102, 120.044, 72.044, 92.049, 120.044, 165.102, 72.044, 120.044, 72.044, 120.044, 165.102]",0.98
CN(C)C(=S)SSC(=S)N(C)C,"[88.022, 119.994, 195.938, 88.022, 119.994, 195.938, 88.022, 119.994, 76.022, 88.022, 119.994, 76.022, 88.022, 119.994, 76.022, 88.022, 72.998, 76.022, 88.022, 72.998, 76.022, 72.998, 88.022, 71.99, 72.998, 71.99, 88.022]",1.73
CN(C)C(C)CN1c2ccccc2Sc2ccccc12,"[86.096, 285.142, 198.037]",4.81
CN(C)C(O)=Nc1cc(Cl)c(cc1)N1N=C(OC1=O)C(C)(C)C,"[339.122, 72.044, 167.0, 72.044, 167.001, 339.122, 72.044, 167.001, 212.059, 72.044, 167.001, 139.99, 72.044, 139.99, 167.001, 72.044, 139.99, 111.995]",2.51
CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,"[171.088, 253.166, 71.06, 253.166, 171.088, 71.06, 171.088, 253.166, 71.06, 171.088, 71.06, 85.076, 71.06, 171.088, 85.076, 71.06, 85.076, 171.088, 71.06, 85.076, 83.024, 71.06, 85.076, 58.065, 71.06, 69.045, 85.076, 69.045, 71.06, 55.029]",1.85
CN(C)C1C(=O)N(c2ccccc2)N(C)C=1C,"[113.108, 111.092, 187.087, 232.145, 113.107, 111.092, 113.107, 232.145, 111.092, 113.107, 97.076, 111.092, 97.076, 58.065, 111.092, 97.076, 58.065, 56.05, 97.076, 58.065, 56.05, 232.145, 113.107, 111.092, 113.107, 232.145, 111.092, 113.107, 97.076, 111.092, 97.076, 58.065, 98.084, 97.076, 58.065, 56.05, 97.076, 58.065, 56.05, 113.108, 111.092, 187.087, 97.076, 113.107, 98.084, 97.076, 70.065, 72.081, 113.107, 187.087, 111.092, 113.107, 187.087, 111.092]",1
CN(C)c1cc[n]cc1,"[123.091, 108.068, 107.06]",1.34
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@@H](C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O)N(C)C,"[458.192, 441.165, 423.155, 441.165, 352.118, 423.155, 337.094, 352.118, 283.084, 283.084, 215.058, 337.094, 215.058, 283.084, 187.063, 187.063, 268.06, 131.073, 130.065, 131.073, 102.046, 130.065, 102.046, 115.054, 102.046, 115.054, 89.038]",0.05
CN(C)CCC=C1c2ccccc2CCc2ccccc21,"[91.054, 278.191, 233.133, 278.19, 91.054, 233.132, 233.133, 117.07, 105.07, 278.19, 91.054, 105.07, 278.19, 233.132, 117.07, 233.132, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 203.085, 191.085, 278.191, 233.133, 91.055, 278.19, 233.132, 117.07, 233.133, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 105.07, 191.085, 91.054, 203.086, 191.086, 233.133, 117.07, 105.07]",4.92
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc12,"[86.097, 58.064, 242.073, 315.162, 86.097, 58.065, 86.096, 58.065, 315.163, 86.096, 58.065, 242.073, 58.065, 86.097, 242.073, 58.065, 86.097, 227.05, 58.065, 86.097, 227.05, 58.065, 191.073, 192.081, 58.065, 191.073, 165.07, 58.065, 190.065, 163.054]",5.19
CN(C)CCCN1c2ccccc2CCc2ccccc12,"[86.097, 58.065, 208.112]",4.8
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,"[319.1, 320.102, 246.007, 246.014, 239.077, 248.011, 214.042, 246.014, 239.076, 214.042, 211.045, 216.039]",5.41
CN(C)CCN(Cc1ccc(cc1)OC)c1cccc[n]1,"[241.134, 286.192, 121.065, 121.065, 241.134, 286.192, 121.065, 241.134, 72.081, 121.065, 91.054, 95.049, 121.065, 91.054, 95.049, 121.065, 91.054, 95.049, 121.065, 91.054, 95.049, 121.065, 91.054, 95.049, 241.134, 286.192, 121.065, 121.065, 241.134, 286.192, 121.065, 241.134, 72.081]",3.27
CN(C)CCOC(c1ccccc1)c1ccccc1,"[296.07, 134.06, 198.022, 167.085, 88.076, 165.07, 167.085, 165.07, 88.076, 167.085, 165.07, 152.062, 167.085, 165.07, 152.062, 152.062, 165.07, 167.085, 165.07, 152.062, 166.078, 165.07, 152.062, 128.062, 165.07, 152.062, 115.054, 165.07, 115.054, 163.054, 167.086, 167.086]",3.27
CN(C)N=O,"[75.055, 58.053, 57.045, 75.055, 58.053, 75.055, 58.053, 57.045, 75.055, 58.053, 57.045, 75.055, 58.053, 57.045, 75.055, 58.053, 57.045]",-0.57
CN(C)S(=O)(=O)c1ccc(N)cc1,"[156.011, 108.044, 92.049, 92.05, 108.045, 156.012, 92.05, 108.045, 110.06, 156.012, 108.045, 92.05, 156.012, 108.045, 92.05]",0.67
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,"[223.949, 225.946, 224.952, 223.949, 123.013, 225.946, 123.013, 223.949, 225.946, 123.013, 122.005, 223.95, 223.95, 123.013, 121.088, 123.014, 223.95, 121.089, 123.014, 223.95, 121.089, 123.014, 95.049, 96.003, 123.014, 95.049, 96.003, 123.014, 95.049, 96.003]",3.7
CN(c1c(I)c(c(I)c(c1I)C(=O)NCC(O)CO)C(=O)NCC(O)CO)C(=O)CO,"[686.798, 558.885, 759.851, 777.862, 558.885, 686.797, 404.994, 531.899, 558.886, 404.994, 331.941, 287.951, 287.951, 331.941, 404.994, 287.951, 257.941, 161.047, 287.951, 257.941, 146.024, 686.798, 777.862, 558.886, 404.994, 531.899, 558.885, 404.994, 331.941, 287.951, 287.951, 331.941, 404.994, 287.951, 257.941, 161.047, 287.951, 257.941, 146.024, 686.798, 558.885, 759.851]",-2.79
CN(Cc1cccc2ccccc12)C/C=C/C#CC(C)(C)C,"[141.07, 292.206, 93.07]",6
CN(CCc1cc(OC)c(cc1)OC)CCCC(C#N)(C(C)C)c1cc(OC)c(cc1)OC,"[455.291, 456.294, 457.296, 455.291, 456.294, 165.09, 165.09, 455.29, 303.206, 165.09, 150.067, 303.207, 165.09, 150.067, 151.072, 165.091, 455.291, 150.068, 303.207, 165.091, 150.068, 455.291, 150.067, 165.091, 455.291, 303.207, 165.091, 303.207, 150.068, 165.091, 150.068, 105.07, 150.068, 165.091, 105.07, 150.068, 135.044, 134.073, 455.291, 165.091, 455.291, 303.207, 165.091, 303.207, 150.068, 165.091, 150.068, 105.07, 150.068, 165.091, 105.07, 135.044, 150.068, 134.073, 303.207, 165.091, 150.068, 165.091, 150.068, 105.07, 150.068, 105.07, 134.073, 303.207, 165.091, 260.165, 303.207, 165.091, 260.165]",3.79
CN(OC)C(=O)Nc1ccc(Cl)cc1,"[215.058, 126.01, 148.063, 126.01, 148.063, 215.058, 126.01, 148.063, 127.018, 126.01, 127.018, 98.999, 98.999, 126.01, 127.018, 98.999, 127.018, 126.01]",2.3
CN(SN(CCC(=O)OCC)Cc1ccccc1)C(=O)O/N=C(/C)\SC,"[238.09, 138.037, 91.054, 91.054, 138.037, 150.037, 91.054, 150.037, 138.037, 91.054, 73.028, 150.037, 91.054, 73.028, 123.026, 91.054, 73.028, 123.026]",3.43
CN1[C@@H](CCC1=O)c1ccc[n]c1,"[177.102, 80.049, 98.06, 177.102, 80.049, 98.06, 177.102, 80.049, 98.06, 80.049, 177.102, 98.06, 80.049, 98.06, 177.102, 80.049, 98.06, 70.065, 80.049, 98.06, 70.065, 80.049, 53.039, 70.065, 80.049, 53.039, 96.044, 177.103, 80.05, 98.061, 80.05, 98.061, 177.103, 177.103, 146.061, 98.06, 146.061, 98.06, 80.05]",0.07
CN1[C@@H]2C[C@H](C[C@H]1CC2)OC(=O)C(CO)c1ccccc1,"[290.175, 124.112, 93.07, 290.175, 124.112, 93.07, 124.112, 290.175, 93.07, 124.112, 93.07, 91.054, 93.07, 124.112, 91.054, 93.07, 91.054, 67.054]",1.83
CN1C(=O)C(O)N=C(c2cc(Cl)ccc12)c1ccccc1,"[301.074, 303.071, 302.077, 255.069, 283.063, 257.065, 255.068, 257.065, 256.071, 255.068, 257.065, 193.088, 255.068, 177.02, 193.088, 255.068, 301.074, 283.063]",2.19
CN1C(=O)c2[nH]c[n]c2N(C)C1=O,"[181.072, 124.05, 142.061, 181.072, 124.05, 96.056, 181.072, 124.051, 96.056, 181.072, 124.051, 96.056, 181.072, 124.051, 96.056, 124.051, 181.072, 96.056, 124.051, 96.056, 69.045, 69.045, 124.051, 96.056, 69.045, 96.056, 109.027, 69.045, 54.021, 109.027, 69.045, 54.021, 67.029]",-0.03
CN1C(=O)c2c([n]c[n]2C)N(C)C1=O,"[195.088, 138.066, 110.071, 138.066, 195.088, 110.071, 195.088, 138.066, 195.088, 138.066, 195.088, 138.066, 110.071, 138.066, 195.088, 110.071, 138.066, 110.071, 195.087, 138.066, 110.071, 123.043, 195.088, 195.088, 138.066, 195.088, 138.066, 110.071, 138.066, 195.088, 110.071, 138.066, 110.071, 195.088, 138.066, 110.071, 123.043, 138.066, 195.087, 110.071, 138.066, 195.088, 110.071, 138.066, 110.071, 83.061, 138.066, 195.088, 110.071, 138.066, 110.071, 177.017, 138.066, 195.088, 110.071, 138.066, 195.088, 151.098]",-0.07
CN1C(=O)CN=C(c2cc(Cl)ccc12)C1CCCCC=1,"[289.11, 289.11, 254.141, 253.133, 289.11, 253.133, 254.141, 225.102, 253.133, 81.07, 225.102, 197.107, 81.07, 197.107, 225.102, 79.054]",3.2
CN1C(=O)CN=C(c2cc(Cl)ccc12)c1ccccc1,"[285.079, 287.076, 286.082, 285.079, 154.041, 193.088, 193.088, 154.041, 222.115, 193.088, 154.041, 241.053, 285.079, 154.042, 193.089, 257.084, 154.042, 222.115, 285.079, 285.079, 257.084, 154.042, 285.079, 257.084, 154.042, 154.042, 193.089, 222.115, 193.089, 154.042, 222.115, 193.089, 154.042, 241.053, 285.079, 285.079, 257.084, 182.036, 285.079, 257.084, 154.042, 154.042, 193.089, 222.115, 193.089, 154.042, 222.115, 193.089, 154.042, 241.053, 257.084, 154.042, 222.115, 285.079, 154.042, 257.084, 193.089, 154.042, 241.053, 285.079, 257.084, 154.042, 257.084, 154.042, 222.115]",2.82
CN1C(=O)CN=C(c2cc(N)ccc12)c1ccccc1F,"[284.12, 285.123, 256.124, 284.12, 135.091, 227.097, 135.091, 227.097, 211.078, 240.093, 226.089, 135.091, 284.119, 284.119, 256.124, 135.091, 284.119, 135.091, 227.098, 135.091, 227.098, 226.09, 135.091, 226.09, 240.093, 135.091, 93.057, 240.093, 93.057, 104.049, 106.065, 93.057, 104.049, 65.038, 65.038, 63.023, 95.049]",1.3
CN1C(C)=C(C(C)C)C(=O)N1c1ccccc1,"[231.149, 189.102, 56.05, 231.149, 189.102, 201.103, 189.102, 201.102, 118.065, 231.149, 189.102, 216.126, 189.102, 216.126, 201.102]",1.94
CN1C(C)=CC(=O)N1c1ccccc1,"[189.102, 147.092, 56.05, 189.102, 131.073, 161.107, 189.102, 189.102, 161.107, 189.103, 161.107, 147.092, 189.102, 147.092, 161.107, 189.103, 104.05, 147.092, 106.065, 56.049, 104.049, 189.102, 189.102, 161.107, 174.078, 189.102, 161.107, 147.092, 189.102, 147.092, 161.107, 189.102, 104.049, 147.092, 106.065, 104.049, 56.05, 189.102, 131.073, 161.107, 189.102, 147.092, 161.108, 104.05, 189.102, 106.065, 189.102, 131.073, 161.107, 131.073, 161.107, 144.081, 142.061, 155.047, 183.087, 142.061, 155.047, 183.088]",0.38
Cn1c(N(=O)=O)cnc1COC(=O)N,"[140.046, 55.041, 54.033, 140.046, 201.062, 55.042, 140.046, 55.042, 201.062, 140.046, 55.042, 110.048, 55.042, 140.046, 54.034, 55.042, 54.034, 67.042, 55.042, 54.034, 67.042, 55.042, 54.034, 66.034, 55.042, 66.034, 54.034, 66.034, 54.034, 55.042]",-0.38
CN1C=CNC1=S,"[115.033, 57.057, 56.049, 115.033, 115.032, 115.033, 116.037, 117.029]",-0.34
CN1c2ccc(cc2C(=NCC1=O)c1ccccc1F)[N+]([O-])=O,"[314.094, 315.096, 268.1, 268.1, 314.094, 300.09, 268.1, 300.09, 240.103, 239.097, 183.059, 212.085, 314.093, 314.093, 268.101, 286.099, 268.101, 314.093, 300.091, 268.101, 239.098, 300.091, 239.098, 211.079, 183.06, 183.06, 198.071, 239.098, 183.06, 170.053, 165.07, 183.06, 163.054, 89.038, 163.054, 150.046, 181.045]",2.06
CN1c2ccc(Cl)cc2N(c2ccccc2)C(=O)CC1=O,"[259.064, 261.061, 260.067, 301.074, 259.063, 259.063, 301.074, 233.084, 259.063, 224.094, 105.033, 259.063, 224.094, 105.033, 224.094, 153.021, 105.033, 153.021, 223.087, 224.094, 215.037, 118.052, 95.049, 179.06, 90.034, 118.052, 63.023, 179.06, 50.015]",2.12
CN1CC(=O)NC1=N,"[114.066, 86.071, 58.065, 98.072, 98.072, 58.065, 57.033, 58.065, 57.033, 98.072]",-1.76
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4O)ccc5O,"[286.146, 287.149, 288.151, 286.146, 287.149, 229.087, 286.146, 287.149, 201.092, 165.071, 181.066, 286.146, 153.071, 165.071, 181.066, 201.091, 229.086, 268.133, 286.144, 286.144, 229.086, 201.092, 286.144, 201.091, 229.086, 286.144, 201.091, 185.06, 181.065, 165.07, 153.07, 153.07, 165.07, 181.065, 286.144, 286.144, 229.086, 268.134, 286.144, 201.091, 229.086, 286.144, 201.091, 185.06, 181.065, 165.07, 185.06, 153.07, 165.07, 157.065, 201.091, 229.086, 268.133]",0.89
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)ccc5OC(C)=O,"[370.168, 371.17, 372.172, 370.168, 371.17, 372.172, 370.168, 371.17, 268.134, 211.076, 268.134, 370.167, 165.07, 191.085, 211.076]",1.58
CN1CCC[C@H]1c1c[n]ccc1,"[163.123, 132.081, 106.065, 163.123, 132.081, 106.065, 132.081, 163.123, 130.065, 132.081, 130.065, 106.065, 130.065, 117.057, 132.081, 130.065, 117.057, 132.081]",1.17
CN1CCCC1=O,"[100.076, 58.029, 69.034]",-0.38
CN1CCCCC1C(=O)Nc1c(C)cccc1C,"[98.097, 247.181, 98.097, 247.181, 70.065, 98.097, 70.065, 98.097, 70.065, 98.097, 70.065, 68.049, 98.097, 70.065, 68.05]",1.95
CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc21,"[270.08, 296.095, 244.063, 327.137, 192.068, 327.138, 270.079, 84.081, 270.079, 296.095, 84.081, 270.079, 192.068, 227.037, 192.069, 270.079, 227.037, 192.068, 226.029, 227.037, 327.138, 192.069, 270.08, 327.137, 270.079, 84.081, 270.08, 84.081, 296.095, 270.079, 192.068, 227.037, 192.068, 270.079, 227.037, 192.068, 226.029, 227.037, 270.079, 296.095, 244.064]",3.23
CN1CCN(CC1)c1c(F)cc2c3c1OCC(C)N3C=C(C(O)=O)C2=O,"[318.163, 72.08, 261.105, 362.151, 318.161, 261.103, 318.161, 362.151, 261.103, 261.103, 318.161, 362.151, 261.103, 221.072, 219.056, 261.103, 221.072, 219.056, 205.041, 221.072, 179.038, 261.104, 221.072, 318.162, 221.072, 219.057, 205.041, 318.162, 344.141, 261.104, 318.162, 344.141, 261.104]",-0.39
