SMILES,frag_list,MP
CCNC(=O)NC(=O)/C(/C#N)=N/OC,"[128.046, 111.019, 58.029, 128.045, 111.019, 58.029, 128.045, 111.019, 83.024, 128.045, 111.019, 83.024, 83.024, 111.019, 128.046, 83.024, 111.019, 53.013, 83.024, 53.013, 111.019, 128.045, 111.019, 58.029, 128.045, 111.019, 83.024, 128.045, 111.019, 83.024, 83.024, 111.019, 128.045, 83.024, 111.019, 53.013, 83.024, 53.013, 111.019, 128.045, 111.019, 167.067]",160.5
OC(=O)c1ccccc1C(=O)Nc1cccc2ccccc21,"[144.081, 149.023, 274.086, 144.081, 149.023, 274.086, 149.023, 144.081, 256.076, 149.023, 144.081, 256.076, 149.023, 144.081, 121.028, 145.065, 65.038, 149.023]",185
CC1=NN(C(=O)N1C(F)F)c1cc(NS(C)(=O)=O)c(Cl)cc1Cl,"[386.989, 405.0, 306.996, 306.996, 386.989, 308.004, 273.035, 178.017, 186.982, 163.966, 155.001, 273.035, 163.966, 182.012, 145.956, 109.979, 139.006, 182.012, 109.979, 75.01, 111.995, 75.01, 109.979, 76.018, 75.01, 76.018, 61.979]",122
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]43CCC(=O)O4)[C@@H]21,"[417.21, 417.209]",207.5
CN(C)C(=O)c1ccc[n]c1S(=O)(=O)NC(=O)Nc1[n]c(cc([n]1)OC)OC,"[366.05, 213.033, 182.056, 182.056, 411.108, 213.033, 182.056, 213.033, 106.029, 182.056, 106.029, 156.077, 182.056, 106.029, 83.024, 106.029, 83.024, 78.034, 78.034, 83.024, 106.029, 182.056, 411.108, 213.033, 182.056, 213.033, 106.029, 182.056, 106.029, 213.033, 182.056, 106.029, 157.061, 106.029, 83.024, 78.034, 78.034, 83.024, 106.029, 366.05, 213.033, 182.056]",142
CC1(CC(=NN1c1ccc(Cl)cc1Cl)C(=O)OCC)C(=O)OCC,"[327.03, 185.986, 298.999, 327.03, 298.999, 159.972, 159.972, 298.999, 327.03, 159.972, 172.967, 185.987, 132.961, 172.967, 185.988, 132.961, 172.967, 108.984]",51
Cc1[n]c(NCC)[n]c(OS(=O)(=O)N(C)C)c1CCCC,"[317.164, 166.097, 108.011]",50.5
O=S(=O)(c1ccccc1)c1ccccc1,"[219.048, 141.0, 95.049]",128.5
O=C(Nc1cc(Cl)c(F)c(Cl)c1F)NC(=O)c1c(F)cccc1F,"[158.041, 141.014, 197.968, 380.981, 158.041, 158.041, 141.015, 158.041, 141.015, 195.961, 141.014, 158.041, 141.014, 141.026, 195.961, 141.014, 141.026, 195.96, 158.041, 380.981, 141.014, 158.041, 141.014, 197.968, 158.041, 141.014, 195.964, 141.014, 158.041, 195.965, 141.014, 195.964, 141.014, 141.025, 195.96, 158.041, 141.014, 197.968]",222.5
COc1cc(N)c(Cl)cc1C(=O)NCCN(CC)CC,"[227.058, 184.016, 212.034, 300.148, 227.058, 184.016, 227.058, 300.147, 184.016, 227.058, 184.016, 183.032, 184.016, 227.058, 212.035, 184.016, 212.035, 183.032, 184.016, 140.998, 168.008, 300.147, 227.058, 184.015, 227.058, 300.148, 184.016, 227.058, 184.016, 183.032, 184.016, 227.058, 183.032, 184.016, 212.035, 183.032, 184.016, 140.998, 168.008, 227.058, 184.016, 212.034]",147.25
C[n]1c(COC(N)=O)[n]cc1[N+]([O-])=O,"[140.046, 55.041, 54.033, 140.046, 201.062, 55.042, 140.046, 55.042, 201.062, 140.046, 55.042, 110.048, 55.042, 140.046, 54.034, 55.042, 54.034, 67.042, 55.042, 54.034, 67.042, 55.042, 54.034, 66.034, 55.042, 66.034, 54.034, 66.034, 54.034, 55.042]",168
CC(=O)Nc1cc(OCC)c(cc1)C(=O)OC,"[206.081, 238.107, 207.084, 206.081, 164.07, 136.075, 136.039, 164.07, 136.075, 136.039, 136.075, 137.042, 136.039, 137.042, 146.06]",148.5
CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)ccc5OC(C)=O,"[370.168, 371.17, 372.172, 370.168, 371.17, 372.172, 370.168, 371.17, 268.134, 211.076, 268.134, 370.167, 165.07, 191.085, 211.076]",173
O=C1c2ccccc2-c2ccccc21,"[181.065, 153.07, 152.062, 153.07, 181.065, 152.062]",84
c1c[n]c2ccccc2[n]1,"[131.06, 104.049, 71.049]",28
CN(C)C(O)=Nc1cc(Cl)c(cc1)N1N=C(OC1=O)C(C)(C)C,"[339.122, 72.044, 167.0, 72.044, 167.001, 339.122, 72.044, 167.001, 212.059, 72.044, 167.001, 139.99, 72.044, 139.99, 167.001, 72.044, 139.99, 111.995]",193
CC(=O)Nc1ccc(Br)cc1,"[93.057, 213.986, 171.976]",168
Oc1[n]c2ccccc2[s]1,"[152.017, 153.019, 154.012, 152.017, 124.022, 153.02, 124.022, 152.017, 119.037, 124.021, 119.037, 132.997, 152.016, 124.022, 92.049, 152.016, 92.049, 124.022, 152.016, 124.022, 92.049, 152.016, 124.022, 92.049, 152.016, 124.022, 92.049, 152.016, 124.022, 92.049, 80.049, 124.022, 152.017, 80.049, 65.039, 91.042, 65.039, 80.049, 91.042, 65.039, 63.023, 80.049]",139
Nc1ccc2c([nH]c3ccccc23)[n]1,"[184.087, 167.06, 157.076, 184.087, 167.06, 157.076]",202
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,"[201.079, 159.116, 95.085, 229.121, 201.079, 95.085, 229.122, 109.101, 201.079, 229.122, 219.09, 95.086, 95.085, 81.07, 109.102, 95.085, 81.07, 159.117, 169.086, 147.117]",153
[O-][N+](=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,"[274.999, 165.066, 305.01, 274.998, 305.009, 241.006, 274.998, 165.066, 241.006, 165.066, 257.996, 82.945, 165.066, 82.945, 257.996, 82.945, 165.066, 119.073, 82.945, 119.073, 118.065]",150.5
O=C1C=Cc2ccccc2O1,"[147.044, 103.054, 91.054]",71
CNC(=O)CSP(=S)(OC)OC,"[198.966, 230.008, 170.97, 124.982, 170.97, 142.993, 124.982, 142.993, 156.954, 124.982, 142.993, 156.954, 124.982, 142.993, 123.998, 142.993, 198.965, 170.97, 198.965, 170.97, 197.981, 198.965, 170.97, 230.007, 170.97, 198.965, 124.982, 124.982, 142.993, 170.97, 124.982, 142.993, 156.954, 124.982, 142.993, 78.994, 124.982, 142.993, 78.994, 198.965, 170.97, 230.007, 170.97, 198.965, 124.982, 124.982, 142.993, 170.97, 124.982, 142.993, 156.954, 124.982, 142.993, 78.994, 124.982, 142.993, 78.994, 198.965, 170.97, 197.981, 124.982, 142.993, 170.97, 124.982, 142.993, 78.994, 198.965, 170.97, 88.021, 198.964, 170.97, 88.021]",52
CN(C)C1C(=O)N(c2ccccc2)N(C)C=1C,"[113.108, 111.092, 187.087, 232.145, 113.107, 111.092, 113.107, 232.145, 111.092, 113.107, 97.076, 111.092, 97.076, 58.065, 111.092, 97.076, 58.065, 56.05, 97.076, 58.065, 56.05, 232.145, 113.107, 111.092, 113.107, 232.145, 111.092, 113.107, 97.076, 111.092, 97.076, 58.065, 98.084, 97.076, 58.065, 56.05, 97.076, 58.065, 56.05, 113.108, 111.092, 187.087, 97.076, 113.107, 98.084, 97.076, 70.065, 72.081, 113.107, 187.087, 111.092, 113.107, 187.087, 111.092]",134.5
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,"[363.217, 327.196, 345.206, 121.065, 363.217, 327.196, 121.065, 97.065, 145.101, 121.065, 97.065, 105.07, 121.065, 105.07, 91.054, 91.054, 105.07, 121.065, 91.054, 128.062, 79.054, 91.054, 115.054, 128.062, 115.054, 91.054, 65.039]",218.5
O=P1(NCCCl)OCCCN1CCCl,"[233.001, 182.013, 153.982, 261.032, 233.001, 261.032, 233.001, 182.013, 92.026, 153.982, 261.032, 92.026, 153.982, 78.011, 92.026, 153.982, 78.011, 92.026, 153.982, 78.01, 261.032, 233.001, 261.032, 233.001, 182.013, 92.026, 153.982, 261.032, 92.026, 153.982, 120.058, 92.026, 153.982, 78.01, 92.026, 153.982, 78.01, 233.001, 182.013, 153.982]",40
CC(C)OC(=O)Nc1cccc(Cl)c1,"[94.065, 106.065, 124.087]",41
Oc1cc(O)cc2OC(c3ccc(O)cc3)=C(O)C(=O)c12,"[287.055, 153.018, 121.028]",277
Nc1cccc2ccccc21,"[144.081, 143.073, 155.06]",49.2
[O-][N+](=O)c1ccc(cc1)Oc1ccc(Cl)cc1Cl,"[283.988, 266.985, 237.994, 266.985, 283.988, 237.995, 266.985, 208.992, 202.018, 202.018, 208.992, 266.985, 202.018, 208.992, 173.015, 202.018, 139.054, 173.015]",70
CCOP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OCC,"[235.977, 264.009, 292.04, 235.977, 140.034, 253.988, 235.978, 140.034, 94.041, 94.041, 114.961, 123.031, 94.041, 114.961, 123.031, 94.041, 114.961, 123.031]",6.1
COC(=O)[C@@H]1[C@@H](OC)[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(ccc45)OC)[C@H]3C[C@@H]21)OC(=O)c1cc(OC)c(OC)c(c1)OC,"[448.197, 397.212, 577.254, 609.281, 448.209, 397.226, 195.065, 397.212, 609.28, 195.065, 174.091, 236.128, 174.091, 195.065, 159.068, 174.091, 159.068, 131.073, 131.073, 159.068, 143.073, 609.281, 397.213, 608.27, 195.065, 397.212, 609.28, 195.065, 174.091, 236.128, 174.091, 195.065, 159.068, 174.091, 159.068, 131.073, 131.073, 159.068, 143.073, 448.196, 397.212, 577.254]",264.5
Cc1ccccc1S(N)(=O)=O,"[91.054, 119.06, 109.065, 91.054, 119.06, 109.065, 91.054, 119.06, 109.065, 91.054, 109.065, 119.06, 91.054, 65.039, 119.06, 91.054, 65.039, 63.023, 65.039, 91.054, 63.023, 65.039, 91.054, 63.023, 65.039, 63.023, 51.023]",156.3
CCOC(=O)c1ccccc1C(=O)OCC,"[149.023, 177.055, 121.028, 177.054, 149.023, 65.038, 149.023, 177.055, 65.038, 149.023, 177.055, 121.028, 149.023, 121.028, 121.04, 149.023, 121.028, 121.04, 65.038, 149.023, 121.028, 65.039, 121.04, 121.028, 65.039, 53.002, 121.04, 65.039, 53.002, 67.989]",-40.5
Nc1cc(Cl)c(Cl)cc1,"[161.987, 127.018, 172.967]",72
CC(C)C1CC[C@H]2C(C=1)=CC[C@H]1[C@@](C)(CCC[C@]21C)C(O)=O,"[123.117, 303.232, 121.101]",173.5
NC(=O)c1c(Cl)cccc1Cl,"[189.981, 191.978, 172.954, 172.954, 174.952, 189.981, 172.954, 174.952, 173.958, 172.954, 174.952, 144.96, 172.966, 174.962, 144.96, 189.982, 172.956, 171.971, 172.956, 146.976, 171.972, 189.982, 172.955, 189.982, 172.955, 171.971, 172.956, 189.982, 171.971, 172.956, 189.982, 171.971, 172.956, 171.971, 164.001, 108.984, 164.001, 144.96, 189.982, 172.955, 189.982, 172.956, 146.976, 172.956, 189.982, 171.971, 172.956, 189.982, 172.966, 172.956, 172.967, 171.971, 172.967, 172.956, 108.984, 172.956, 146.976, 171.971, 172.955, 189.982, 171.971, 172.955, 171.971, 139.006, 172.955, 146.976, 171.972, 172.955, 146.976, 171.971]",197.5
Cc1c(CC(=O)OCC(O)=O)c2cc(ccc2[n]1C(=O)c1ccc(Cl)cc1)OC,"[416.093, 418.089, 417.096, 138.995, 140.993, 174.092, 138.995, 140.993, 174.093, 138.995, 140.992, 139.999, 138.995, 140.993, 139.999, 138.994, 312.079, 260.092, 138.995, 174.091, 138.995, 139.006, 174.091, 138.995, 139.006, 129.01, 138.995, 139.006, 129.01, 139.006, 138.995, 129.01]",151.5
CC(=O)Nc1[n][n]c([s]1)S(N)(=O)=O,"[222.995, 180.985, 181.969, 180.985, 222.995, 181.969, 180.985, 181.969, 72.985, 181.969, 180.985, 72.986, 181.969, 72.986, 180.985, 72.986, 181.969, 58.982]",260.5
CN(C)CCC=C1c2ccccc2CCc2ccccc21,"[91.054, 278.191, 233.133, 278.19, 91.054, 233.132, 233.133, 117.07, 105.07, 278.19, 91.054, 105.07, 278.19, 233.132, 117.07, 233.132, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 203.085, 191.085, 278.191, 233.133, 91.055, 278.19, 233.132, 117.07, 233.133, 105.07, 117.07, 91.054, 105.07, 117.07, 91.054, 105.07, 191.085, 91.054, 203.086, 191.086, 233.133, 117.07, 105.07]",196.5
OC(=O)c1ccccc1Nc1cc(ccc1)C(F)(F)F,"[264.063, 282.073, 195.068, 264.063, 244.057, 282.074, 264.063, 244.057, 195.068, 264.063, 244.057, 216.062, 264.063, 244.057, 216.062, 167.073, 216.062, 244.057]",133.5
CN1c2ccc(cc2C(=NCC1=O)c1ccccc1F)[N+]([O-])=O,"[314.094, 315.096, 268.1, 268.1, 314.094, 300.09, 268.1, 300.09, 240.103, 239.097, 183.059, 212.085, 314.093, 314.093, 268.101, 286.099, 268.101, 314.093, 300.091, 268.101, 239.098, 300.091, 239.098, 211.079, 183.06, 183.06, 198.071, 239.098, 183.06, 170.053, 165.07, 183.06, 163.054, 89.038, 163.054, 150.046, 181.045]",166.5
OC1N=C(c2cc(Cl)ccc2NC1=O)c1ccccc1Cl,"[99.043, 57.069, 55.017, 275.014, 321.019, 303.009, 321.019, 303.009, 275.014, 275.014, 303.009, 321.019, 275.014, 229.053, 303.009, 275.014, 229.053, 163.006, 229.053, 275.014, 163.006, 194.084, 229.053, 163.006]",167
CCCCc1[n]c(Cl)c(CO)[n]1Cc1ccc(cc1)-c1ccccc1-c1[nH][n][n][n]1,"[207.092, 405.159, 180.081, 405.159, 377.153, 207.092, 207.092, 235.098, 171.068, 207.092, 180.081, 206.084, 180.081, 206.084, 207.092, 205.076, 180.081, 190.065, 205.076, 152.062, 165.07, 152.062, 205.076, 169.065, 152.062, 169.065, 150.046, 150.046, 163.054, 63.023]",184
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C21,"[357.208, 375.219, 339.197, 357.208, 161.096, 253.16, 161.097, 185.097, 253.161, 161.097, 185.098, 135.081, 161.097, 135.082, 185.098, 357.206, 339.195, 321.185, 357.206, 339.196, 321.185, 161.096, 253.159, 357.206, 161.096, 185.096, 135.08, 161.096, 135.08, 185.096, 121.065, 105.07, 161.096, 91.054, 121.065, 105.07, 357.206, 339.196, 321.185, 161.096, 253.158, 135.08, 161.096, 185.096, 135.08, 161.096, 135.08, 185.096, 121.065, 161.096, 209.096, 91.054, 121.065, 105.07, 357.206, 339.195, 321.185]",232.5
CCC1(C(=O)NCNC1=O)c1ccccc1,"[162.091, 119.085, 91.054, 162.091, 91.054, 119.085, 162.091, 174.091, 119.085, 219.113, 162.091, 174.091, 162.091, 119.085, 91.054, 91.054, 162.091, 119.085, 91.054, 117.07, 162.091, 91.054, 117.07, 106.065, 91.054, 117.07, 115.054, 219.113, 162.091, 174.091, 162.091, 119.085, 91.054, 162.091, 91.054, 119.085, 91.054, 117.07, 162.091, 91.054, 117.07, 106.065, 91.054, 117.07, 115.054, 162.091, 174.091, 119.085, 91.054, 162.092, 117.07, 91.054, 117.07, 106.065, 162.091, 174.091, 119.086, 162.092, 174.092, 119.086]",281.5
CN(C)C(C)CN1c2ccccc2Sc2ccccc12,"[86.096, 285.142, 198.037]",60
CCOc1cc(ccc1[N+]([O-])=O)Oc1ccc(cc1Cl)C(F)(F)F,"[362.04, 315.998, 334.009, 237.04, 315.998, 273.988, 237.04, 203.013, 245.993, 237.04, 140.049, 210.029, 140.049, 182.034, 210.029, 140.049, 182.034, 132.018]",84
Cc1c(c(NC(CC)CC)c(cc1C)[N+]([O-])=O)[N+]([O-])=O,"[214.071, 176.143, 212.067, 212.067, 71.085, 194.056, 212.067, 194.056, 71.085, 194.056, 212.067, 118.052, 91.042, 148.063, 119.06, 119.06, 91.042, 92.049, 92.049, 119.06, 65.039, 194.056, 148.063, 118.053, 119.06, 148.063, 92.049, 212.066, 194.056, 266.02, 212.067, 194.056, 266.019]",56
CC(=O)Nc1ccc(N)cc1,"[151.087, 109.076, 92.049, 109.076, 151.087, 92.05, 109.076, 92.05, 108.069, 109.076, 151.087, 133.077, 109.076, 110.06, 133.077]",166.5
c1[n]c2ccccc2[s]1,"[136.021, 137.024, 138.015, 136.021, 109.011, 65.039, 136.022, 136.022, 136.022, 136.022, 109.011, 136.022, 109.011, 77.039, 136.022, 109.011, 77.039, 136.022, 136.022, 136.022, 136.022, 109.011, 136.022, 109.011, 77.039, 136.022, 109.011, 65.039, 136.022, 109.011, 105.034, 136.022, 109.011, 77.039, 136.022, 105.034]",2
Cc1ccc(cc1N=C=O)N=C=O,"[175.05, 147.055, 132.044]",20.5
Oc1ccccc1C(O)=O,"[121.028, 139.039, 69.034, 121.028, 139.039, 69.034, 121.028, 139.039, 69.034, 121.028, 121.04, 65.039, 121.028, 65.039, 121.04, 65.039, 121.028, 121.04, 65.039, 121.04, 121.028, 65.039, 53.002, 51.023, 65.039, 53.002, 51.023]",158
CSc1[n]c2ccccc2[s]1,"[182.009, 166.985, 183.011, 182.009, 166.986, 135.014, 182.009, 166.985, 182.009, 166.985, 135.013, 182.009, 166.986, 135.013, 166.986, 182.009, 135.013, 166.986, 182.009, 135.013, 166.986, 123.013, 109.01, 166.986, 109.01, 123.013, 65.038, 109.01, 96.003, 65.038, 68.979, 96.003, 182.01, 166.987, 135.014, 166.986, 182.01, 135.014, 166.986, 182.01, 136.022, 166.986, 136.022, 135.014]",44
Clc1ccccc1C(c1ccccc1)(c1ccccc1)[n]1c[n]cc1,"[277.078, 165.07, 345.115, 278.084, 165.07, 278.084, 165.07, 277.078, 277.078]",148
CC(=O)N1CCN(CC1)c1ccc(cc1)OC[C@H]1CO[C@@](C[n]2c[n]cc2)(O1)c1ccc(Cl)cc1Cl,"[531.156, 531.156, 489.146, 244.005, 82.052, 255.009, 177.102, 82.052, 81.045, 112.076, 82.052, 81.045, 158.976, 81.045, 82.052, 120.044, 81.045, 82.052, 123.0, 81.045, 54.034, 65.039, 81.045, 54.034, 89.039, 531.156, 489.145, 82.053, 531.156, 489.145, 82.052, 531.156, 82.052, 489.145, 82.052, 81.045, 112.076, 82.053, 177.102, 112.076, 82.053, 158.976, 81.045, 489.146, 255.009, 244.006, 489.146, 255.009, 244.006]",146
Cc1ccccc1NC(=O)C(C)NCCC,"[86.097, 221.165, 136.076, 86.097, 221.165, 136.076, 86.097, 136.076, 58.065, 86.097, 136.076, 118.065, 86.097, 136.076, 93.058, 86.097, 93.057, 91.054]",37.5
CCOC(=O)NCCOc1ccc(cc1)Oc1ccccc1,"[88.039, 116.071, 256.097, 116.071, 256.097, 88.039, 302.139, 116.071, 88.039, 88.039, 116.071, 256.097, 88.039, 116.071, 256.097, 88.039, 116.071, 70.029, 88.039, 70.029, 141.07, 88.039, 115.054, 70.029, 116.071, 302.139, 88.039, 88.039, 116.071, 256.097, 88.039, 116.071, 256.097, 88.039, 116.071, 70.029, 88.039, 70.029, 129.07, 88.039, 115.054, 70.029, 116.071, 256.097, 88.039]",53.25
C#CCN1c2cc(c(F)cc2OCC1=O)N1C(=O)C2CCCCC=2C1=O,"[355.109, 327.114, 204.046, 355.109, 327.114, 299.082, 299.082, 327.114, 176.05, 299.082, 148.056, 107.049, 79.054, 148.056, 107.049, 79.054, 148.056, 95.049]",202.5
CCOP(=O)(OC(=CCl)c1ccc(Cl)cc1Cl)OCC,"[98.984, 204.937, 127.015, 98.984, 198.904, 155.047, 330.946, 127.015, 155.047, 330.946, 127.015]",-20
CN(C)C(=O)Nc1ccccc1,"[72.044, 165.102, 120.044, 72.044, 165.102, 120.044, 72.044, 165.102, 120.044, 72.044, 165.102, 120.044, 72.044, 120.044, 165.102, 72.044, 92.049, 120.044, 72.044, 92.049, 95.049, 72.044, 165.102, 120.044, 72.044, 92.049, 120.044, 165.102, 72.044, 120.044, 72.044, 120.044, 165.102]",133.5
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N1CCNCC1,"[320.141, 321.144, 302.129, 320.14, 231.056, 302.129, 231.056, 189.082, 204.106, 302.13, 276.151, 320.14, 320.14, 302.13, 320.141, 302.13, 276.151, 302.13, 233.109, 320.14, 302.13, 233.109, 320.14, 231.057, 205.078, 302.131, 231.057, 189.083, 203.062, 320.14, 302.13, 276.15, 320.141, 302.13, 276.151, 302.13, 320.141, 233.109, 302.13, 233.109, 320.14, 231.057, 205.077, 302.13, 231.057, 189.082, 203.062, 302.13, 276.151, 320.14]",227.5
Nc1ccc(cc1)C(N)=O,"[120.044, 137.071, 94.065, 120.045, 94.066, 137.072, 120.045, 92.05, 94.066, 120.045, 137.071, 94.066, 120.045, 94.066]",182
CN(C)C(=O)Nc1ccc(cc1)Oc1ccc(Cl)cc1,"[72.044, 291.09, 218.037, 72.044, 118.065, 163.031, 72.044, 163.031, 118.065, 291.089, 164.094, 246.032, 164.094, 246.032, 147.068]",151
[O-][N+](=O)c1cc(Cl)c(cc1)NC(=O)c1cc(Cl)ccc1O,"[174.992, 251.0, 98.984, 98.984, 154.989, 174.992, 98.984, 154.989, 127.018, 98.984, 154.989, 127.018, 98.984, 154.989, 127.018, 98.984, 154.989, 72.984]",230
CCNC(=O)C(C)OC(=O)Nc1ccccc1,"[192.066, 164.071, 120.044, 120.044, 192.066, 118.086, 118.086, 120.044, 72.081, 118.086, 120.044, 72.081, 72.081, 120.044, 118.086, 72.081, 120.044, 92.049, 72.081, 92.05, 77.039, 120.044, 192.066, 118.086, 118.086, 120.044, 72.081, 118.086, 120.044, 72.081, 72.081, 120.044, 118.086, 72.081, 120.044, 92.049, 72.081, 92.049, 77.039, 192.066, 164.071, 118.086]",119
CC(Oc1ccc(cc1)Oc1[n]cc(cc1Cl)C(F)(F)F)C(O)=O,"[362.041, 316.035, 272.007, 316.035, 288.04, 362.041, 91.054, 288.04, 272.009, 91.054, 272.009, 288.004, 91.054, 65.039, 288.004, 65.039, 91.054, 288.004, 65.039, 63.023, 91.054, 63.023, 65.039, 74.015, 63.023, 74.015, 65.039]",107.5
Cc1[n]c2cc([n][n]2cc1C(=O)OCC)OP(=S)(OCC)OCC,"[374.093, 222.087, 194.056, 194.056, 222.087, 176.046, 194.056, 176.046, 148.051, 346.063, 222.088, 238.065, 346.062, 222.088, 238.065]",51
CC1Cc2ccccc2N1NC(=O)c1cc(c(Cl)cc1)S(N)(=O)=O,"[132.08, 366.067, 368.065, 133.08, 117.053, 234.988, 117.057, 133.085, 118.064, 132.08, 117.056, 118.062, 132.08, 117.056, 118.063, 132.081, 366.067, 234.994, 132.081, 117.057, 91.054, 132.081, 91.054, 117.057, 91.054, 132.081, 117.057, 91.054, 117.057, 132.081, 91.054, 117.057, 65.039, 65.039, 91.054, 117.057, 65.039, 89.039, 91.054, 89.039, 65.039, 63.023]",161
CNCCCC12CCC(c3ccccc13)c1ccccc21,"[278.193, 279.196, 250.16, 278.192, 250.161, 279.196, 219.118, 250.161, 191.086, 191.086, 178.078, 219.118, 191.087, 178.079, 204.094, 278.19, 250.159, 117.07, 278.19, 250.159, 117.07, 250.159, 219.117, 117.07, 191.086, 219.117, 117.07, 191.085, 178.078, 91.054, 191.085, 178.078, 91.054]",93
CCCCOc1ccc(CC(=O)NO)cc1,"[163.112, 224.128, 107.049, 107.049, 163.112, 224.128, 107.049, 163.112, 122.06, 107.049, 122.06, 95.049, 107.049, 95.049, 79.054, 107.049, 95.049, 79.054]",154
CC1=NN=C(C(=O)N1N)c1ccccc1,"[203.093, 204.095, 175.096, 203.093, 175.097, 145.038, 175.096, 203.091, 174.077, 175.097, 118.052, 203.093, 175.098, 104.049, 175.098, 174.079, 106.065, 203.093, 203.093, 175.098, 174.079, 203.093, 175.098, 174.079, 175.098, 203.092, 104.049, 104.049, 175.098, 174.079, 104.049, 77.039, 175.098, 203.093, 175.097, 104.049, 203.093, 175.098, 174.079, 203.093, 175.098, 174.079, 175.098, 203.093, 104.049, 104.05, 175.098, 77.039, 104.049, 77.039, 175.098, 175.098, 174.079, 106.065, 175.098, 203.093, 104.049, 104.049, 175.098, 77.038, 203.093, 175.098, 174.079, 175.098, 174.079, 106.065]",166.9
Cc1cccc(C)[n]1,"[108.081, 91.054, 67.054]",-6.1
CS(=O)(=O)N(C)S(=O)(=O)NC(O)=Nc1[n]c(cc([n]1)OC)OC,"[279.04, 261.029, 199.083, 261.029, 236.034, 218.023, 236.034, 218.023, 139.038, 139.038, 69.008, 154.061, 69.008, 139.038, 83.024, 69.008, 83.024, 139.038]",161.5
Cc1ccc[n][n]1,"[95.06, 68.049, 67.042]",184
Cc1[n]ccc2c1[nH]c1ccccc21,"[183.091, 168.068, 142.065]",236.5
Nc1ccccc1,"[94.065, 53.039, 105.045]",-6
Nc1ccccc1C(O)=O,"[120.044, 92.049, 138.055, 120.044, 92.049, 138.055]",145
O=C1NC(=O)C(N1)(c1ccccc1)c1ccccc1,"[182.096, 253.097, 225.102, 182.096, 225.102, 253.097, 182.096, 104.049, 132.044, 104.049, 182.096, 132.044, 104.049, 182.096, 95.049, 104.049, 95.049, 105.044]",296.5
Cc1cc(ccc1SC)OP(=S)(OC)OC,"[279.027, 247.001, 169.013, 169.013, 247.0, 138.049, 169.013, 153.036, 124.981, 168.986, 153.036, 169.013, 168.986, 121.01, 152.982, 231.024, 279.027, 216.0]",7.5
CN(C)C(=O)Nc1cc(ccc1)C(F)(F)F,"[233.09, 72.044, 213.083, 72.044, 233.09, 213.083, 72.044, 233.09, 188.032, 72.044, 160.037, 168.026, 72.044, 160.037, 145.026, 72.044, 145.026, 160.037, 72.044, 145.026, 56.013, 72.044, 56.013, 75.023, 72.044, 75.023, 56.013]",164
CC(C)(C)c1cccc([n]1)C(C)(C)C,"[192.175, 83.085, 111.08, 192.175, 111.08, 83.085, 192.175, 177.151, 163.136, 192.175, 177.151, 163.136, 162.128, 177.151, 192.175, 162.128, 176.143, 148.112, 162.128, 147.104, 146.096, 146.096, 132.081, 147.104, 146.096, 132.081, 104.049]",2.2
CN1C(=O)C(O)N=C(c2cc(Cl)ccc12)c1ccccc1,"[301.074, 303.071, 302.077, 255.069, 283.063, 257.065, 255.068, 257.065, 256.071, 255.068, 257.065, 193.088, 255.068, 177.02, 193.088, 255.068, 301.074, 283.063]",120
CCOC(=O)c1ccc(N)cc1,"[138.055, 94.065, 120.044]",92
CCC(=O)Nc1cc(Cl)c(Cl)cc1,"[161.987, 218.013, 127.018, 218.013, 161.987, 127.018, 161.987, 218.013, 127.018, 161.987, 127.018, 218.013, 127.018, 161.987, 57.034, 127.018, 161.987, 57.034, 127.018, 161.987, 57.034]",92
NC12CC3CC(C1)CC(C2)C3,"[135.117, 152.143, 81.07, 135.117, 152.143, 135.117, 152.144, 79.054, 135.117, 152.143, 93.07, 135.117, 79.054, 93.07, 135.117, 79.054, 93.07, 135.117, 152.144, 135.117, 152.144, 135.117, 135.117]",180
CC1(C)C(C1C=C(Cl)Cl)C(=O)OCc1cccc(c1)Oc1ccccc1,"[149.023, 167.034, 71.085, 149.023, 71.085, 167.034, 149.023, 71.085, 57.07, 149.023, 71.085, 57.07, 149.023, 121.028, 65.039, 149.023, 121.028, 65.039]",34
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,"[109.064, 97.064, 123.08, 109.064, 97.064, 123.08, 253.195, 271.205, 97.065, 253.195, 271.205, 97.065, 293.175, 293.174]",155
